[idKey],[TduCompanyName],[RepCompany],[Product],[kwh500],[kwh1000],[kwh2000],[Fees/Credits],[PrePaid],[TimeOfUse],[Fixed],[RateType],[Renewable],[TermValue],[CancelFee],[Website],[SpecialTerms],[TermsURL],[Promotion],[PromotionDesc],[FactsURL],[EnrollURL],[PrepaidURL],[EnrollPhone],[NewCustomer],[MinUsageFeesCredits],[Language],[Rating]
4115,AEP TEXAS CENTRAL COMPANY,YEP,Your Energy Plan Fixed Rate Autopay E-Plan,0.133,0.104,0.1,"$9.95 for usage less than 1,000 kWh",FALSE,FALSE,1,Fixed,16,36,175,http://www.yeptexas.com/,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCPLF36&lang=en,FALSE,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCPLF36&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,FALSE,TRUE,English,4
4125,AEP TEXAS CENTRAL COMPANY,YEP,Operation USO Support Our Troops Month to Month AutoPay E-Plan,0.131,0.102,0.098,"$9.95 for usage less than 1,000 kWh",FALSE,FALSE,0,Variable,16,1,0,http://www.yeptexas.com/,"YEP has partnered with the USO to enable you to directly support our troops and their families, both abroad and domestically. For every 1000 kilowatt hours you consume under YEP's Operation USO Support Our Troops AutoPay E-Plan, a contribution of $3 will be made by YEP to the USO's Warrior and Family Care Program.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCPLUSOPROMO&lang=en,FALSE,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCPLUSOPROMO&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,TRUE,TRUE,English,4
7009,AEP TEXAS CENTRAL COMPANY,CPL RETAIL ENERGY,Price Protection Plan 24,0.12,0.106,0.099,,FALSE,FALSE,1,Fixed,16,24,135,https://www.cplretailenergy.com/msid/3051/pid/pp24?utm_source=BD&utm_medium=ptc,This plan secures a low fixed rate for the term of the plan. Enroll now to avoid the fluctuating rates. Monthly Base Charge: $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=CPL_FIXED_TOS_ENG_2020303.pdf,FALSE,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXX1364_ENG_20200505.PDF,https://www.cplretailenergy.com/texas/electricity-plans/price-protection-24-ptc/msid/3051/pid/pp24?utm_source=BD&utm_medium=ptc,,(844) 664-2838,TRUE,FALSE,English,4
11115,AEP TEXAS CENTRAL COMPANY,TXU ENERGY,Saver's Deal 12,0.171,0.152,0.109,"A $30 bill credit will be applied for each billing cycle in which usage is 1,200 kWh or more.",FALSE,FALSE,1,Fixed,6,12,150,http://www.txu.com/ptc/saversdeal12,Get a great low rate that doesn’t change with the seasons and guaranteed price protection for 12 months. TXU Energy Saver's Deal 12SM is a fixed rate plan that has a minimum term of 12 months and an early cancellation fee of $150. The only circumstance in which the price could change during the 12-month minimum term is to reflect actual changes in law or regulatory charges as described in the Electricity Facts Label (EFL). See the Terms of Service Agreement and Electricity Facts Label for more details. This is an online only offer available to new customers.,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,FALSE,,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCX30SAVDL12AQ&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC,http://www.txu.com/ptc/saversdeal12,,(855) 847-6135,TRUE,TRUE,English,5
11372,AEP TEXAS CENTRAL COMPANY,TRIEAGLE ENERGY LP,Eagle 24,0.116,0.111,0.108,,FALSE,FALSE,1,Fixed,6,24,20.00 per month left in term,http://www.trieagleenergy.com,"Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas. Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!",http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,FALSE,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-24mo.pdf,http://www.trieagleenergy.com/default.aspx?webcode=PTC,,(877) 933-2453,FALSE,FALSE,English,2
11536,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,PTC Infusion Flex,0.106,0.097,0.093,$4.95 fee if usage is under 500 kWh in a billing period.,FALSE,FALSE,0,Variable,19,1,0,https://www.infuseenergy.com/,"Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,FALSE,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200511-145646-AEPS-PTC Infusion Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=999074&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,TRUE,TRUE,English,4
11540,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,PTC Lean Green Infusion 12,0.134,0.065,0.105,"$4.95 fee if usage is under 500 kWh in a billing period. $60.00 bill credit per billing cycle if your usage is greater than 999 and less than 1,501 kWh in a billing period. $30.00 bill credit per billing cycle if your usage is greater than 1,500 and less than 2,001 kWh in a billing period.",FALSE,FALSE,1,Fixed,100,12,200,https://www.infuseenergy.com/,"Warning! This plan, like many others you will find on Power To Choose, includes a bill credit for reaching a usage threshold. Depending on your monthly usage levels, these types 
of plans may or may not provide you with the best pricing. Go to www.infuseenergy.com to see traditional plans, or contact Infuse Energy at 844-463-8732 and we can discuss your 
options with you. If you are comfortable with this structure, click the 'sign up' link to begin the enrollment process. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,FALSE,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200514-183406-AEPS-PTC Lean Green Infusion 12 (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=1004018&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,TRUE,TRUE,English,4
11566,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,PTC Lean Green Infusion 24,0.134,0.065,0.106,"$4.95 fee if usage is under 500 kWh in a billing period. $60.00 bill credit per billing cycle if your usage is greater than 999 and less than 1,501 kWh in a billing period. $30.00 bill credit per billing cycle if your usage is greater than 1,500 and less than 2,001 kWh in a billing period.",FALSE,FALSE,1,Fixed,100,24,300,https://www.infuseenergy.com/,"Warning! This plan, like many others you will find on Power To Choose, includes a bill credit for reaching a usage threshold. Depending on your monthly usage levels, these types 
of plans may or may not provide you with the best pricing. Go to www.infuseenergy.com to see traditional plans, or contact Infuse Energy at 844-463-8732 and we can discuss your 
options with you. If you are comfortable with this structure, click the 'sign up' link to begin the enrollment process. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,FALSE,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200514-183406-AEPS-PTC Lean Green Infusion 24 (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=1004023&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,TRUE,TRUE,English,4
11677,AEP TEXAS CENTRAL COMPANY,CIRRO ENERGY,Smart Simple 36,0.113,0.104,0.099,,FALSE,FALSE,1,Fixed,12,36,250,https://www.cirroenergy.com,"Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only",https://www.cirroenergy.com/files/0901751880b58ee7.pdf,FALSE,,https://www.cirroenergy.com/files/0901751882543f83.pdf,https://www.cirroenergy.com/signup/plans?tdsp_code=D0004&promo_code=WA198B&fromLP=ptc,,(844) 417-7180,TRUE,FALSE,English,3
11618,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,PTC Green Infusion Flex,0.107,0.098,0.094,$4.95 fee if usage is under 500 kWh in a billing period.,FALSE,FALSE,0,Variable,100,1,0,https://www.infuseenergy.com/,"100% green energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,FALSE,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200511-145646-AEPS-PTC Green Infusion Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=999069&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,TRUE,TRUE,English,4
11682,AEP TEXAS CENTRAL COMPANY,CIRRO ENERGY,Smart Simple 12,0.113,0.104,0.099,,FALSE,FALSE,1,Fixed,10,12,150,https://www.cirroenergy.com,"Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only",https://www.cirroenergy.com/files/0901751880b58ee7.pdf,FALSE,,https://www.cirroenergy.com/files/090175188253ed0c.pdf,https://www.cirroenergy.com/signup/plans?tdsp_code=D0004&promo_code=WA198B&fromLP=ptc,,(844) 417-7180,TRUE,FALSE,English,3
12052,AEP TEXAS CENTRAL COMPANY,INFINITE ENERGY,12 Month Simple Plan,0.119,0.11,0.106,,FALSE,FALSE,1,Fixed,4,12,150,https://www.infiniteenergy.com/texas/electricity/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Simple%20Plan&utm_term=3&utm_content=Website,"Call (877) 928-8766 to talk with a real U.S.-based Customer Care representative, Monday through Friday from 7 a.m. to 6 p.m. CST. Or sign up online at InfiniteEnergy.com.",https://api.infiniteenergy.com/enrollments/pdf/IE/terms-of-service?languagePreference=en_US,FALSE,,https://api.infiniteenergy.com/enrollments/pdf/electricity-facts-label?businessEntityAliasId=2&ldcName=AEPC&rateDescriptor=12-Month%20Simple&promoCode=PTC,https://signup.infiniteenergy.com/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Simple%20Plan&utm_term=12&utm_content=Signup,,(877) 928-8766,FALSE,FALSE,English,4
12294,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings Flex,0.109,0.096,0.09,,FALSE,FALSE,0,Variable,19,1,0,https://www.infuseenergy.com/,"Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,FALSE,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200512-085117-AEPS-Keep It Simple Savings Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=999682&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,TRUE,FALSE,English,4
12303,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings Green Flex,0.11,0.097,0.091,,FALSE,FALSE,0,Variable,100,1,0,https://www.infuseenergy.com/,"100% green energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,FALSE,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202005/EFL-20200512-085117-AEPS-Keep It Simple Savings Green Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=999677&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,TRUE,FALSE,English,4
12406,AEP TEXAS CENTRAL COMPANY,CONSTELLATION NEWENERGY INC,12 Month Usage Bill Credit ,0.143,0.099,0.104,Constellation will automatically apply a $35 bill credit to your invoice for each billing cycle where usage is at least 1000 kWh. An additional $15 bill credit will be applied when usage reaches 2000 kWh,FALSE,FALSE,1,Fixed,16,12,50,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html ,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01HFN,FALSE,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01X7R,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,(855) 797-8465,FALSE,TRUE,English,3
12407,AEP TEXAS CENTRAL COMPANY,CONSTELLATION NEWENERGY INC,12 Month,0.128,0.119,0.114,,FALSE,FALSE,1,Fixed,16,12,50,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html ,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01HK1,FALSE,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01X7Q,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,(855) 797-8465,FALSE,FALSE,English,3
12471,AEP TEXAS CENTRAL COMPANY,4CHANGE ENERGY,Power Saver 24,0.111,0.102,0.098,,FALSE,FALSE,1,Fixed,6,24,20 per month remaining,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=AEPTCC_24&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTCC&productcode=powsvb24hab_a&utm_content=powersaver,,https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy.pdf,FALSE,,https://www.4changeenergy.com/Docs/efl_powsvb24hab_a.pdf,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=AEPTCC_24&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTCC&productcode=powsvb24hab_a&utm_content=powersaver,,(844) 840-1066,TRUE,FALSE,English,2
12889,AEP TEXAS CENTRAL COMPANY,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,0.115,0.103,0.097,,FALSE,FALSE,1,Fixed,16,12,175,http://www.southwestpl.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLF12PTC&lang=en,FALSE,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLF12PTC&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,FALSE,FALSE,English,4
12998,AEP TEXAS CENTRAL COMPANY,SOUTHWEST POWER & LIGHT,9 Month Spirit Of Texas Fixed Rate AutoPay E-Plan,0.137,0.125,0.119,,FALSE,FALSE,1,Fixed,16,9,175,http://www.southwestpl.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLF9PTC&lang=en,FALSE,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLF9PTC&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,FALSE,FALSE,English,4
13005,AEP TEXAS CENTRAL COMPANY,SOUTHWEST POWER & LIGHT,18 Month Spirit Of Texas Fixed Rate AutoPay E-Plan,0.123,0.111,0.105,,FALSE,FALSE,1,Fixed,16,18,175,http://www.southwestpl.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLF18PTC&lang=en,FALSE,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLF18PTC&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,FALSE,FALSE,English,4
