"[idKey]","[TduCompanyName]","[RepCompany]","[Product]","[kwh500]","[kwh1000]","[kwh2000]","[Fees/Credits]","[PrePaid]","[TimeOfUse]","[Fixed]","[RateType]","[Renewable]","[TermValue]","[CancelFee]","[Website]","[SpecialTerms]","[TermsURL]","[Promotion]","[PromotionDesc]","[FactsURL]","[EnrollURL]","[PrepaidURL]","[EnrollPhone]","[NewCustomer]","[MinUsageFeesCredits]","[Language]","[Rating]","[Zipcodes]"
22563,AEP TEXAS CENTRAL COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan ,0.1290,0.1170,0.1110,,False,False,1,Fixed,16,6,$175.00,http://www.texpoenergy.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRCPLSAVER6&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRCPLSAVER6&lang=en,https://enroll.texpoenergy.com,,(877) 839-7657,FALSE,FALSE,English,4,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
22569,AEP TEXAS CENTRAL COMPANY,TEXPO ENERGY,Texpo Ahorrador a Precio Fijo Autopay E-Plan,0.1290,0.1170,0.1110,,False,False,1,Fixed,16,6,$175.00,http://www.texpoenergy.com,Si elige pagar la factura por cualquier método diferente de un método aprobado por AutoPay (come se indica en Texpo’s Auto Pay Enrollment Form) estará sujeto a un cargo adicional de 0.5¢/kWh.,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRCPLSAVER6&lang=es,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRCPLSAVER6&lang=es,https://enroll.texpoenergy.com,,(877) 839-7657,FALSE,FALSE,Spanish,4
22581,AEP TEXAS CENTRAL COMPANY,TEXPO ENERGY,Texpo Ahorrador a Precio Fijo Autopay E-Plan,0.1270,0.1150,0.1090,,False,False,1,Fixed,16,9,$175.00 ,http://www.texpoenergy.com,Si elige pagar la factura por cualquier método diferente de un método aprobado por AutoPay (come se indica en Texpo’s Auto Pay Enrollment Form) estará sujeto a un cargo adicional de 0.5¢/kWh.,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRCPLSAVER9&lang=es,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRCPLSAVER9&lang=es,https://enroll.texpoenergy.com,,(877) 839-7657,FALSE,FALSE,Spanish,4
22599,AEP TEXAS CENTRAL COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan ,0.1100,0.0980,0.0920,,False,False,1,Fixed,16,3,$175.00 ,http://www.texpoenergy.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRCPLSAVER3&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRCPLSAVER3&lang=en,https://enroll.texpoenergy.com,,(877) 839-7657,FALSE,FALSE,English,4,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
22607,AEP TEXAS CENTRAL COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan,0.1240,0.1120,0.1060,,False,False,1,Fixed,16,36,$175.00,http://www.texpoenergy.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRCPLSAVER36&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRCPLSAVER36&lang=en,https://enroll.texpoenergy.com,,(877) 839-7657,FALSE,FALSE,English,4,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
22608,AEP TEXAS CENTRAL COMPANY,TEXPO ENERGY,Texpo Ahorrador a Precio Fijo Autopay E-Plan,0.1240,0.1120,0.1060,,False,False,1,Fixed,16,36,$175.00,http://www.texpoenergy.com,Si elige pagar la factura por cualquier método diferente de un método aprobado por AutoPay (come se indica en Texpo’s Auto Pay Enrollment Form) estará sujeto a un cargo adicional de 0.5¢/kWh.,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRCPLSAVER36&lang=es,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRCPLSAVER36&lang=es,https://enroll.texpoenergy.com,,(877) 839-7657,FALSE,FALSE,Spanish,4
22601,AEP TEXAS CENTRAL COMPANY,TEXPO ENERGY,Texpo Ahorrador a Precio Fijo Autopay E-Plan,0.1100,0.0980,0.0920,,False,False,1,Fixed,16,3,$175.00 ,http://www.texpoenergy.com,Si elige pagar la factura por cualquier método diferente de un método aprobado por AutoPay (come se indica en Texpo’s Auto Pay Enrollment Form) estará sujeto a un cargo adicional de 0.5¢/kWh.,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRCPLSAVER3&lang=es,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRCPLSAVER3&lang=es,https://enroll.texpoenergy.com,,(877) 839-7657,FALSE,FALSE,Spanish,4
22602,AEP TEXAS CENTRAL COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan,0.1270,0.1150,0.1090,,False,False,1,Fixed,16,9,$175.00,http://www.texpoenergy.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRCPLSAVER9&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRCPLSAVER9&lang=en,https://enroll.texpoenergy.com,,(877) 839-7657,FALSE,FALSE,English,4,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
22628,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,5 Months Texas Summer Savings Product,0.1280,0.1010,0.0980,$9.95 Minimum Usage Fee For Usage 999 kWh or lower.,False,False,1,Fixed,11,5,100.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCAEPC2019. Online account management available. Customer service available Mon-Fri 8AM-PM CST and Saturday PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL5MPTCSUMRES4M9ALLAEPC022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPC2019,,(888) 594-9299,TRUE,TRUE,English,5,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
22633,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,5 Months Texas Summer Savings Product,0.1280,0.1010,0.0980,$9.95 Cargo mínimo por uso de 999 kWh o menos.,False,False,1,Fixed,11,5,100.00,https://www.summerenergy.com/,NUEVOS CLIENTES. CÓDIGO DE PROMOCIÓN PTCAEPC2019. Administración de cuenta en línea disponible. Servicio al cliente disponible 8:00 AM a 7:00 PM cst de lunes a viernes y 8:00 AM a 5:00 PM cst sabados. Llamada gratuita 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL5MPTCSUMRES4M9ALLAEPC022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPC2019,,(888) 594-9299,TRUE,TRUE,Spanish,5
22638,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,7 Months Texas Summer Savings Product,0.1500,0.1230,0.1200,$9.95 Minimum Usage Fee For Usage 999 kWh or lower.,False,False,1,Fixed,11,7,100.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCAEPC2019. Online account management available. Customer service available Mon-Fri 8AM-PM CST and Saturday PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL7MPTCSUMRES4M9ALLAEPC022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPC2019,,(888) 594-9299,TRUE,TRUE,English,5,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
22643,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,7 Months Texas Summer Savings Product,0.1500,0.1230,0.1200,$9.95 Cargo mínimo por uso de 999 kWh o menos.,False,False,1,Fixed,11,7,100.00,https://www.summerenergy.com/,NUEVOS CLIENTES. CÓDIGO DE PROMOCIÓN PTCAEPC2019. Administración de cuenta en línea disponible. Servicio al cliente disponible 8:00 AM a 7:00 PM cst de lunes a viernes y 8:00 AM a 5:00 PM cst sabados. Llamada gratuita 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL7MPTCSUMRES4M9ALLAEPC022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPC2019,,(888) 594-9299,TRUE,TRUE,Spanish,5
22648,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,18 Months Texas Summer Savings Product,0.1500,0.1230,0.1190,$9.95 Minimum Usage Fee For Usage 999 kWh or lower.,False,False,1,Fixed,11,18,200.00,https://www.summerenergy.com/,NEW CUSTOMERS ONLY PROMO CODE PTCAEPC2019. Online account management available. Customer service available Mon-Fri 8AM-PM CST and Saturday PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL18MPTCSUMRES4M9ALLAEPC022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPC2019,,(888) 594-9299,TRUE,TRUE,English,5,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
22653,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,18 Months Texas Summer Savings Product,0.1500,0.1230,0.1190,$9.95 Cargo mínimo por uso de 999 kWh o menos.,False,False,1,Fixed,11,18,200.00,https://www.summerenergy.com/,NUEVOS CLIENTES. CÓDIGO DE PROMOCIÓN PTCAEPC2019. Administración de cuenta en línea disponible. Servicio al cliente disponible 8:00 AM a 7:00 PM cst de lunes a viernes y 8:00 AM a 5:00 PM cst sabados. Llamada gratuita 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL18MPTCSUMRES4M9ALLAEPC022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPC2019,,(888) 594-9299,TRUE,TRUE,Spanish,5
22677,AEP TEXAS CENTRAL COMPANY,GEXA ENERGY,Gexa Choice Green 12,0.1200,0.1110,0.1070,,False,False,1,Fixed,100,12,150.00,https://www.gexaenergy.com/P2CSP/,| Asegura una baja tarifa fija.| Haga su factura mas predecible con el programa Budget Billing de Gexa Energy.| Tambien se ofrece diferentes metodos de pago con opciones de autopago sin cargo adicional.| Esta oferta se aplica solo a nuevos clientes que se inscriben a traves de Poder de Escoger,https://gexaapi.azure-api.net/docs/api/documents/get/type/ftos/lang/es,False,,https://gexaapi.azure-api.net/docs/api/documents/get/type/EFL/lang/es/id/RCCG12FM050220,http://www.gexaenergy.com/P2CSP/,,(866) 329-4392,TRUE,FALSE,Spanish,2
22686,AEP TEXAS CENTRAL COMPANY,FRONTIER UTILITIES,Eco Green 3,0.0930,0.0840,0.0800,,False,False,1,Fixed,100,3,150.00,https://www.frontierutilities.com/,"Frontier Utilities is the winner of the 2014-2019 Distinction Award from the Better Business Bureau and is A-Rated. Headquartered in Houston, Frontier has been providing affordable energy plans and great customer service for over five years. In addition to serving as an official sponsor of Sam Houston Race Park, Frontier is committed to giving back to the community, supporting the Boy Scouts of America and Susan G Komen Breast Cancer Foundation. Offer only available to customers enrolling online - electronic billing and automatic payment enrollment required.",http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOS,False,,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=ECOG3&tdspcode=AEP_CENT,https://portal.frontierutilities.com/Webenrollment/PartnerOffers.aspx?Zip_Code=77414&PartnerName=PTCEGO3,,(877) 261-1024,TRUE,FALSE,English,2,"['77414', '77419', '77434', '77437', '77440', '77442', '77456', '77457', '77458', '77460', '77465', '77483', '77901', '77903', '77904', '77905', '77950', '77951', '77957', '77962', '77963', '77968', '77971', '77977', '77978', '77979', '77983', '77990', '77993', '77994', '78001', '78005', '78011', '78014', '78016', '78017', '78019', '78022', '78026', '78040', '78041', '78042', '78043', '78045', '78046', '78050', '78052', '78057', '78059', '78060', '78061', '78064', '78065', '78067', '78071', '78076', '78102', '78104', '78107', '78116', '78118', '78119', '78122', '78140', '78141', '78142', '78145', '78146', '78151', '78159', '78162', '78164', '78330', '78332', '78335', '78336', '78339', '78340', '78341', '78342', '78343', '78344', '78347', '78349', '78350', '78351', '78352', '78353', '78355', '78357', '78358', '78359', '78361', '78362', '78363', '78364', '78368', '78369', '78370', '78371', '78372', '78373', '78374', '78375', '78376', '78377', '78379', '78380', '78382', '78383', '78384', '78387', '78389', '78390', '78391', '78393', '78401', '78402', '78404', '78405', '78406', '78407', '78408', '78409', '78410', '78411', '78412', '78413', '78414', '78415', '78416', '78417', '78418', '78419', '78426', '78469', '78501', '78503', '78504', '78505', '78516', '78520', '78521', '78522', '78526', '78535', '78537', '78538', '78539', '78540', '78541', '78542', '78543', '78547', '78548', '78549', '78550', '78551', '78552', '78553', '78557', '78558', '78559', '78560', '78562', '78565', '78566', '78567', '78568', '78569', '78570', '78572', '78573', '78574', '78575', '78576', '78577', '78578', '78579', '78580', '78582', '78583', '78584', '78586', '78589', '78592', '78593', '78594', '78595', '78596', '78597', '78598', '78599', '78604', '78629', '78638', '78644', '78648', '78801', '78827', '78828', '78830', '78832', '78833', '78834', '78836', '78837', '78839', '78840', '78841', '78843', '78851', '78852', '78853', '78860', '78870', '78872', '78873', '78877', '78880', '78881', '78933', '78934', '78935', '78943', '78956']"
