[idKey],[TduCompanyName],[RepCompany],[Product],[kwh500],[kwh1000],[kwh2000],[Fees/Credits],[PrePaid],[TimeOfUse],[Fixed],[RateType],[Renewable],[TermValue],[CancelFee],[Website],[SpecialTerms],[TermsURL],[Promotion],[PromotionDesc],[FactsURL],[EnrollURL],[PrepaidURL],[EnrollPhone],[NewCustomer],[MinUsageFeesCredits],[Language],[Rating]
3079,AEP TEXAS CENTRAL COMPANY,TRIEAGLE ENERGY LP,Green Eagle 12,0.131,0.126,0.123,,False,False,1.0,Fixed,100.0,12.0,20.00 per month left in term,https://www.trieagleenergy.com,"Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!",http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-G-12mo.pdf,http://www.trieagleenergy.com/default.aspx?webcode=PTC,,(877) 933-2453,False,False,English,2.0
3197,AEP TEXAS CENTRAL COMPANY,TRIEAGLE ENERGY LP,Eagle 36,0.121,0.116,0.113,,False,False,1.0,Fixed,6.0,36.0,20.00 per month left in term,https://www.trieagleenergy.com,"Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas.  Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!",http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-36mo.pdf,http://www.trieagleenergy.com/default.aspx?webcode=PTC,,(877) 933-2453,False,False,English,2.0
4115,AEP TEXAS CENTRAL COMPANY,YEP,Your Energy Plan Fixed Rate Autopay E-Plan,0.139,0.11,0.106,"$9.95 for usage less than 1,000 kWh",False,False,1.0,Fixed,16.0,36.0,175.00,http://www.yeptexas.com/,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCPLF36&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCPLF36&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,False,True,English,4.0
4125,AEP TEXAS CENTRAL COMPANY,YEP,Operation USO Support Our Troops Month to Month AutoPay E-Plan,0.142,0.113,0.109,"$9.95 for usage less than 1,000 kWh",False,False,0.0,Variable,16.0,1.0,0.00,http://www.yeptexas.com/,"YEP has partnered with the USO to enable you to directly support our troops and their families, both abroad and domestically. For every 1000 kilowatt hours you consume under YEP's Operation USO Support Our Troops AutoPay E-Plan, a contribution of $3 will be made by YEP to the USO's Warrior and Family Care Program.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCPLUSOPROMO&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCPLUSOPROMO&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,True,True,English,4.0
6163,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,3 Months Texas Summer Savings Product,0.121,0.094,0.091,"
$9.95 Minimum Usage Fee For Usage 999 kWh or lower.",False,False,1.0,Fixed,11.0,3.0,100.00,https://www.summerenergy.com,NEW CUSTOMERS ONLY PROMO CODE PTCAEPC2019. Online account management available. Customer service available Mon-Fri 8AM-6PM CST. Toll free 1-888-594-9299. ,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL3MPTCSUMRES4M9ALLAEPC022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPC2019,,(888) 594-9299,True,True,English,5.0
6164,AEP TEXAS CENTRAL COMPANY,SUMMER ENERGY LLC,12 Months Texas Summer Savings Product,0.15,0.123,0.12,"
$9.95 Minimum Usage Fee For Usage 999 kWh or lower.
",False,False,1.0,Fixed,11.0,12.0,200.00,https://www.summerenergy.com,NEW CUSTOMERS ONLY PROMO CODE PTCAEPC2019. Online account management available. Customer service available Mon-Fri 8AM-PM CST and Saturday PM CST. Toll free 1-888-594-9299. ,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/EFL12MPTCSUMRES4M9ALLAEPC022020.pdf,https://www.summerenergy.com/Signup?promocode=PTCAEPC2019,,(888) 594-9299,True,True,English,5.0
7009,AEP TEXAS CENTRAL COMPANY,CPL RETAIL ENERGY,Price Protection Plan 24,0.129,0.115,0.108,,False,False,1.0,Fixed,16.0,24.0,135.00,https://www.cplretailenergy.com/msid/3051/pid/pp24?utm_source=BD&utm_medium=ptc,This plan secures a low fixed rate for the term of the plan. Enroll now to avoid the fluctuating rates. Monthly Base Charge: $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=CPL_FIXED_TOS_ENG_20191011.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXX1231_ENG_20200204.PDF,https://www.cplretailenergy.com/texas/electricity-plans/price-protection-24-ptc/msid/3051/pid/pp24?utm_source=BD&utm_medium=ptc,,(844) 664-2838,True,False,English,4.0
11115,AEP TEXAS CENTRAL COMPANY,TXU ENERGY,Saver's Deal 12,0.177,0.158,0.115,"A $30 bill credit will be applied for each billing cycle in which usage is 1,200 kWh or more.",False,False,1.0,Fixed,6.0,12.0,150.00,http://www.txu.com/ptc/saversdeal12,Get a great low rate that doesn’t change with the seasons and guaranteed price protection for 12 months. TXU Energy Saver's Deal 12SM is a fixed rate plan that has a minimum term of 12 months and an early cancellation fee of $150. The only circumstance in which the price could change during the 12-month minimum term is to reflect actual changes in law or regulatory charges as described in the Electricity Facts Label (EFL). See the Terms of Service Agreement and Electricity Facts Label for more details. This is an online only offer available to new customers.,https://www.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,False,,https://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=TCX30SAVDL12AN&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_AEPTCC,http://www.txu.com/ptc/saversdeal12,,(855) 847-6135,True,True,English,5.0
11372,AEP TEXAS CENTRAL COMPANY,TRIEAGLE ENERGY LP,Eagle 24,0.124,0.119,0.116,,False,False,1.0,Fixed,6.0,24.0,20.00 per month left in term,http://www.trieagleenergy.com,"Check out the fine print! We have NO monthly minimums, NO extra AMS meter charges, and NO gimmicks or gotchas. Rest Easy - TriEagle will never sell your private AMS usage history to any third parties. TriEagle now offers weekly usage e-mails, see PrimeTime for more details!",http://www.trieagleenergy.com/Docs/TOS/TX/TOS.pdf,False,,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-CPL-24mo.pdf,http://www.trieagleenergy.com/default.aspx?webcode=PTC,,(877) 933-2453,False,False,English,2.0
11536,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,PTC Infusion Flex,0.115,0.106,0.101,"



$4.95 fee if usage is under 500 kWh in a billing period.",False,False,0.0,Variable,16.0,1.0,0.00,https://www.infuseenergy.com/,"<br />Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200212-101826-AEPS-PTC Infusion Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=928829&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,True,English,4.0
11540,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,PTC Lean Green Infusion 12,0.148,0.069,0.117,"$4.95 fee if usage is under 500 kWh in a billing period. $70.00 bill credit per billing cycle if your usage is greater than 999 and less than 1,501 kWh in a billing period. $35.00 bill credit per billing cycle if your usage is greater than 1,500 and less than 2,001 kWh in a billing period.",False,False,1.0,Fixed,100.0,12.0,200.00,https://www.infuseenergy.com/,"Warning! This plan, like many others you will find on Power To Choose, includes a bill credit for reaching a usage threshold. Depending on your monthly usage levels, these types <br />of plans may or may not provide you with the best pricing. Go to www.infuseenergy.com to see traditional plans, or contact Infuse Energy at 844-463-8732 and we can discuss your <br />options with you. If you are comfortable with this structure, click the 'sign up' link to begin the enrollment process. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200205-123742-AEPS-PTC Lean Green Infusion 12 (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=925108&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,True,English,4.0
11566,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,PTC Lean Green Infusion 24,0.143,0.069,0.115,"$4.95 fee if usage is under 500 kWh in a billing period. $65.00 bill credit per billing cycle if your usage is greater than 999 and less than 1,501 kWh in a billing period. $30.00 bill credit per billing cycle if your usage is greater than 1,500 and less than 2,001 kWh in a billing period.",False,False,1.0,Fixed,100.0,24.0,300.00,https://www.infuseenergy.com/,"Warning! This plan, like many others you will find on Power To Choose, includes a bill credit for reaching a usage threshold. Depending on your monthly usage levels, these types 
of plans may or may not provide you with the best pricing. Go to www.infuseenergy.com to see traditional plans, or contact Infuse Energy at 844-463-8732 and we can discuss your 
options with you. If you are comfortable with this structure, click the 'sign up' link to begin the enrollment process. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200204-173629-AEPS-PTC Lean Green Infusion 24 (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=924544&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,True,English,4.0
11618,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,PTC Green Infusion Flex,0.116,0.107,0.102,"

$4.95 fee if usage is under 500 kWh in a billing period.",False,False,0.0,Variable,100.0,1.0,0.00,https://www.infuseenergy.com/,"<br />100% green energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200212-101826-AEPS-PTC Green Infusion Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=928824&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,True,English,4.0
11682,AEP TEXAS CENTRAL COMPANY,CIRRO ENERGY,Smart Simple 6,0.115,0.106,0.101,,False,False,1.0,Fixed,11.0,6.0,150.00,https://www.cirroenergy.com/espanol,"Paperless eBill and Bill Alert Options ::: 24/7 Local Customer Service ::: NO FEES for VISA, DISCOVER & MC::: Easy Online Account Access ::: This offer is for new customers only",https://signup.cirroenergy.com/files/0901751880b58ee7.pdf,False,,https://signup.cirroenergy.com/files/090175188226d7c9.pdf,https://www.cirroenergy.com/signup/plans?tdsp_code=D0004&promo_code=WA198B&fromLP=ptc,,(844) 417-7180,True,False,English,3.0
12052,AEP TEXAS CENTRAL COMPANY,INFINITE ENERGY,3 Month Simple Plan,0.09,0.081,0.077,,False,False,1.0,Fixed,4.0,3.0,50.00,https://www.infiniteenergy.com/texas/electricity/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Simple%20Plan&utm_term=3&utm_content=Website,"Call (877) 928-8766 to talk with a real U.S.-based Customer Care representative, Monday through Friday from 7 a.m. to 6 p.m. CST. Or sign up online at InfiniteEnergy.com.",https://api.infiniteenergy.com/enrollments/pdf/IE/terms-of-service?languagePreference=en_US,False,,https://api.infiniteenergy.com/enrollments/pdf/electricity-facts-label?businessEntityAliasId=2&ldcName=AEPC&rateDescriptor=3-Month%20Simple&promoCode=PTC,https://signup.infiniteenergy.com/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Simple%20Plan&utm_term=3&utm_content=Signup,,(877) 928-8766,False,False,English,4.0
12294,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings Flex,0.119,0.106,0.099,,False,False,0.0,Variable,16.0,1.0,0.00,https://www.infuseenergy.com/,"Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200214-225217-AEPS-Keep It Simple Savings Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=930549&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,False,English,4.0
12303,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings Green Flex,0.12,0.107,0.1,,False,False,0.0,Variable,100.0,1.0,0.00,https://www.infuseenergy.com/,"100% green energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200214-225217-AEPS-Keep It Simple Savings Green Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=930544&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,False,English,4.0
12406,AEP TEXAS CENTRAL COMPANY,CONSTELLATION NEWENERGY INC,12 Month Usage Bill Credit ,0.153,0.109,0.115,Constellation will automatically apply a $35 bill credit to your invoice for each billing cycle where usage is at least 1000 kWh. An additional $15 bill credit will be applied when usage reaches 2000 kWh,False,False,1.0,Fixed,16.0,12.0,50.00,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html ,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01HFN,False,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01UBF,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,(855) 797-8465,False,True,English,2.0
12407,AEP TEXAS CENTRAL COMPANY,CONSTELLATION NEWENERGY INC,12 Month,0.137,0.128,0.123,,False,False,1.0,Fixed,16.0,12.0,50.00,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html ,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01HK1,False,,https://www.constellation.com/bin/residential/Terms_TX?versionNum=01PQC,https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html,,(855) 797-8465,False,False,English,2.0
12430,AEP TEXAS CENTRAL COMPANY,VOLT ELECTRICITY PROVIDER LP,Signature Index Plan,0.108,0.099,0.094,,False,False,2.0,Indexed,0.0,0.0,0.00,http://voltep.com,Call us at 1-281-369-5900 for help signing up or signup online,http://voltep.com/terms_of_service.html,False,,https://www.voltpower.net/pdf/705.12.8.19.aepc.1.pdf,https://volt-enrollment-ep.azurewebsites.net/?V=2&Pid=705,,(281) 369-5900,False,False,English,1.0
12471,AEP TEXAS CENTRAL COMPANY,4CHANGE ENERGY,Power Saver 24,0.117,0.108,0.104,,False,False,1.0,Fixed,6.0,24.0,20 per month remaining,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=AEPTCC_24&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTCC&productcode=powsvb24gac_a&utm_content=powersaver,,https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy.pdf,False,,https://www.4changeenergy.com/Docs/efl_powsvb24gac_a.pdf,https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=AEPTCC_24&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTCC&productcode=powsvb24gac_a&utm_content=powersaver,,(844) 840-1066,True,False,English,2.0
12822,AEP TEXAS CENTRAL COMPANY,4CHANGE ENERGY,Budget Saver 12,0.178,0.089,0.089,Tiered Plan,False,False,1.0,Fixed,6.0,12.0,20 per month remaining,https://www.4changeenergy.com/?utm_source=ptcbdg2k&utm_medium=AEPTCC_12&utm_campaign=affiliate&promocode=ptcbdg2k&tdu=ER_AEPTCC&productcode=budsva12gab_a&utm_content=budsaver,"Predictable Billing. It is this simple - $89 for usage up to 1000 kWh, an additional $89 for usage up to 2000 kWh. Price includes TDU Charges and will not be passed on to you.",https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy.pdf,False,,https://www.4changeenergy.com/Docs/efl_budsva12gab_a.pdf,https://www.4changeenergy.com/?utm_source=ptcbdg2k&utm_medium=AEPTCC_12&utm_campaign=affiliate&promocode=ptcbdg2k&tdu=ER_AEPTCC&productcode=budsva12gab_a&utm_content=budsaver,,(844) 840-1066,True,True,English,2.0
12889,AEP TEXAS CENTRAL COMPANY,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,0.127,0.115,0.109,,False,False,1.0,Fixed,16.0,12.0,175.00,http://www.southwestpl.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLF12PTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLF12PTC&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,False,False,English,4.0
12969,AEP TEXAS CENTRAL COMPANY,YEP,YEP Saver Fixed Autopay E-Plan,0.123,0.111,0.105,,False,False,1.0,Fixed,16.0,24.0,175.00,http://www.yeptexas.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in YEP’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=YRCPLF24PTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=YRCPLF24PTC&lang=en,https://enroll.yepenergy.com,,(866) 937-5937,False,False,English,4.0
